transport,vehicle_type,vehicle_monthly_distance_km,frequency_of_traveling_by_air,region,heating_energy_source,how_long_tv_pc_daily_hour,how_long_internet_daily_hour,diet,monthly_grocery_bill,how_many_new_clothes_monthly,waste_bag_size,waste_bag_weekly_count,recycling,cooking_with,grid_factor,grocery_factor,household_size,country,carbon_emission_kgco2e_month
private,electric,329.7,very frequently,mixed,electricity,3.5,5.5,omnivore,387.8,1,medium,14,"['paper', 'plastic']","['stove', 'oven', 'microwave']",0.3844,0.36,3,us,995.6
public,none,131.5,never,renewable_heavy,natural gas,4.0,6.5,omnivore,4264.7,1,medium,1,"['paper', 'plastic', 'glass']","['oven', 'microwave', 'airfryer']",0.147,0.11,1,india,784.9
private,diesel,328.2,never,renewable_heavy,electricity,8.0,5.0,omnivore,684.5,5,large,6,"['paper', 'plastic']",['none'],0.048,0.44,1,uk,944.8
private,lpg,596.5,rarely,renewable_heavy,wood,5.0,6.5,vegetarian,521.9,1,medium,5,['plastic'],"['stove', 'microwave']",0.048,0.44,2,uk,620.7
private,lpg,77.6,rarely,renewable_heavy,wood,8.0,8.0,omnivore,1516.1,1,medium,4,"['paper', 'metal']","['stove', 'microwave']",0.147,0.11,2,india,531.0
private,petrol,236.5,often,mixed,electricity,2.0,9.5,vegetarian,762.9,3,small,2,['none'],"['oven', 'microwave']",0.21741,0.44,2,uk,788.6
public,none,1132.4,rarely,mixed,wood,4.5,8.0,vegan,1526.8,2,large,1,"['paper', 'plastic']","['stove', 'oven']",0.67013,0.11,1,india,550.9
walk/bicycle,none,225.1,never,mixed,natural gas,4.0,9.0,omnivore,234.8,3,medium,3,['none'],['airfryer'],0.3844,0.36,3,us,412.1
public,none,86.2,rarely,renewable_heavy,electricity,10.5,3.0,omnivore,1360.4,1,medium,5,['none'],"['stove', 'microwave', 'airfryer']",0.147,0.11,3,india,519.8
private,petrol,281.4,often,mixed,natural gas,4.5,7.5,vegetarian,535.6,1,large,4,"['plastic', 'glass']","['stove', 'oven', 'microwave', 'airfryer']",0.21741,0.44,1,uk,868.4
private,none,155.8,never,mixed,electricity,2.0,5.5,omnivore,1635.0,3,small,3,['none'],['stove'],0.67013,0.11,3,india,519.2
walk/bicycle,none,58.0,never,mixed,natural gas,5.0,3.0,vegetarian,2109.8,0,extra large,7,"['paper', 'plastic']","['stove', 'oven', 'microwave']",0.67013,0.11,2,india,631.4
public,none,155.6,often,mixed,natural gas,5.5,3.5,omnivore,245.7,1,medium,4,"['plastic', 'metal']",['microwave'],0.3844,0.36,3,us,575.1
public,none,64.6,often,mixed,natural gas,8.0,8.0,omnivore,542.8,4,medium,2,['none'],"['stove', 'microwave']",0.21741,0.44,5,uk,775.2
private,electric,41.3,often,mixed,natural gas,3.5,7.5,omnivore,229.9,1,large,4,['none'],['stove'],0.21741,0.44,1,uk,800.5
public,none,395.7,never,mixed,natural gas,7.5,2.0,vegetarian,212.3,4,medium,2,['none'],"['stove', 'oven', 'microwave']",0.21741,0.44,2,uk,396.0
private,none,22.1,often,renewable_heavy,electricity,4.5,4.5,vegan,307.2,1,medium,1,['glass'],"['stove', 'oven', 'microwave']",0.048,0.44,1,uk,498.2
public,none,637.2,never,mixed,electricity,5.5,1.5,omnivore,168.5,2,small,10,"['paper', 'metal']","['stove', 'microwave', 'airfryer']",0.21741,0.44,1,uk,513.0
walk/bicycle,none,302.4,rarely,mixed,natural gas,6.0,4.0,vegan,253.8,1,medium,4,['plastic'],['stove'],0.3844,0.36,1,us,432.8
walk/bicycle,none,695.9,never,mixed,natural gas,4.0,3.0,vegetarian,1170.5,0,extra large,1,['none'],"['stove', 'oven', 'grill']",0.67013,0.11,1,india,435.0
private,diesel,811.5,rarely,mixed,natural gas,1.0,5.0,omnivore,391.9,1,small,4,"['plastic', 'metal']","['stove', 'microwave']",0.21741,0.44,3,uk,739.1
public,none,498.5,often,mixed,electricity,5.0,7.0,omnivore,285.0,1,extra large,6,['plastic'],"['stove', 'microwave']",0.3844,0.36,3,us,663.7
private,none,123.3,never,mixed,electricity,3.0,3.0,vegetarian,2228.3,1,medium,4,['paper'],"['stove', 'microwave']",0.67013,0.11,6,india,435.2
private,petrol,103.8,never,mixed,electricity,1.5,2.5,omnivore,1729.8,1,large,6,['plastic'],"['stove', 'airfryer']",0.67013,0.11,1,india,985.2
public,none,200.8,rarely,mixed,natural gas,4.5,5.0,omnivore,266.3,5,large,4,['none'],['grill'],0.21741,0.44,2,uk,614.5
private,diesel,443.4,often,mixed,electricity,2.0,5.0,vegetarian,3727.4,1,small,2,['none'],['stove'],0.67013,0.11,2,india,816.3
private,diesel,996.1,rarely,renewable_heavy,electricity,4.5,2.0,vegan,139.6,2,extra large,3,['none'],"['stove', 'microwave']",0.048,0.44,1,uk,659.0
public,none,73.4,often,mixed,natural gas,4.5,6.5,vegetarian,2650.9,1,large,6,['none'],['stove'],0.67013,0.11,1,india,999.6
public,none,376.3,very frequently,mixed,natural gas,4.0,2.5,pescatarian,1012.3,3,large,6,['glass'],"['stove', 'grill']",0.67013,0.11,2,india,947.8
private,petrol,187.9,rarely,mixed,electricity,2.0,8.5,omnivore,220.5,7,medium,1,['none'],['airfryer'],0.21741,0.44,1,uk,588.3
private,petrol,188.3,rarely,mixed,natural gas,1.0,7.0,vegetarian,1489.8,6,medium,6,"['paper', 'plastic']","['stove', 'microwave', 'airfryer']",0.67013,0.11,1,india,764.3
public,none,325.5,rarely,renewable_heavy,electricity,4.5,8.5,omnivore,1665.4,1,medium,2,['paper'],['microwave'],0.147,0.11,2,india,522.5
private,petrol,17.9,never,mixed,natural gas,7.5,4.5,omnivore,409.1,2,small,2,['metal'],['stove'],0.3844,0.36,4,us,419.5
private,petrol,186.0,never,mixed,electricity,6.0,9.0,pescatarian,365.4,4,small,3,"['paper', 'plastic', 'metal', 'glass']",['stove'],0.21741,0.44,1,uk,433.5
private,none,59.6,never,mixed,electricity,1.0,6.5,vegetarian,1424.5,1,large,9,['paper'],"['microwave', 'airfryer']",0.67013,0.11,1,india,942.8
public,none,351.2,rarely,renewable_heavy,natural gas,3.5,7.5,vegan,508.8,4,medium,1,"['metal', 'glass']","['oven', 'airfryer']",0.147,0.11,5,india,282.9
private,none,240.2,never,mixed,electricity,3.5,8.0,vegetarian,230.1,2,small,2,"['plastic', 'glass']","['stove', 'oven', 'microwave']",0.21741,0.44,2,uk,284.8
private,lpg,832.6,never,renewable_heavy,natural gas,1.5,7.0,vegetarian,543.0,0,large,4,['paper'],"['stove', 'microwave']",0.048,0.44,5,uk,530.5
walk/bicycle,none,696.2,rarely,mixed,electricity,3.0,2.0,vegetarian,570.6,9,small,3,['plastic'],['stove'],0.3844,0.36,2,us,622.3
public,none,105.4,often,mixed,electricity,2.0,4.0,vegetarian,2600.4,0,extra large,3,['paper'],"['oven', 'microwave', 'grill']",0.67013,0.11,4,india,697.6
private,none,232.5,never,mixed,wood,8.0,5.5,omnivore,1636.7,0,large,5,"['metal', 'glass']","['stove', 'microwave']",0.67013,0.11,4,india,487.0
public,none,774.0,often,mixed,electricity,4.5,3.0,pescatarian,2443.7,1,large,1,['none'],"['oven', 'airfryer']",0.67013,0.11,5,india,648.9
walk/bicycle,none,279.3,never,mixed,electricity,8.0,6.0,vegetarian,1447.6,3,medium,2,"['paper', 'plastic']","['stove', 'oven']",0.67013,0.11,1,india,523.1
private,hybrid,348.0,rarely,mixed,electricity,5.0,3.0,vegetarian,340.7,3,medium,14,['paper'],['oven'],0.3844,0.36,3,us,542.8
private,none,803.0,often,mixed,electricity,7.5,6.5,vegetarian,1356.1,8,small,2,['none'],['oven'],0.67013,0.11,5,india,594.5
public,none,696.5,never,mixed,natural gas,1.0,8.0,omnivore,708.5,4,extra large,3,['paper'],['stove'],0.3844,0.36,6,us,666.9
walk/bicycle,none,221.5,rarely,mixed,electricity,7.5,10.5,pescatarian,100.7,2,medium,2,['none'],"['stove', 'oven', 'microwave']",0.3844,0.36,10,us,285.6
public,none,490.1,often,mixed,wood,4.0,4.5,omnivore,444.8,4,medium,1,['paper'],"['stove', 'oven', 'microwave']",0.3844,0.36,2,us,707.0
private,petrol,421.9,rarely,mixed,electricity,4.0,5.5,vegetarian,1992.7,1,small,1,['none'],"['stove', 'microwave']",0.67013,0.11,1,india,695.0
walk/bicycle,none,861.2,never,mixed,electricity,6.5,4.5,vegan,380.8,2,small,1,['none'],"['microwave', 'grill']",0.21741,0.44,4,uk,331.3
public,none,207.0,rarely,mixed,electricity,4.0,7.0,omnivore,325.2,1,large,5,"['paper', 'plastic', 'glass']","['oven', 'airfryer']",0.21741,0.44,1,uk,746.1
private,petrol,591.0,never,mixed,electricity,5.5,5.0,vegan,671.2,4,medium,2,['metal'],"['stove', 'oven']",0.21741,0.44,1,uk,650.0
walk/bicycle,none,132.2,rarely,mixed,electricity,2.0,4.0,vegetarian,1904.5,1,medium,6,"['paper', 'glass']","['stove', 'airfryer']",0.67013,0.11,4,india,476.4
public,none,291.2,never,mixed,electricity,9.0,10.5,omnivore,1656.7,0,medium,2,['none'],"['stove', 'oven', 'airfryer']",0.67013,0.11,2,india,524.2
public,none,429.8,often,mixed,electricity,2.5,7.5,omnivore,486.7,0,extra large,4,"['paper', 'plastic']","['oven', 'microwave']",0.21741,0.44,8,uk,694.7
walk/bicycle,none,358.6,often,mixed,natural gas,1.5,1.5,pescatarian,776.8,1,large,3,['none'],"['stove', 'oven']",0.67013,0.11,2,india,526.7
private,lpg,255.8,never,renewable_heavy,natural gas,2.0,4.0,omnivore,1248.0,2,medium,3,"['paper', 'plastic']","['stove', 'oven', 'microwave']",0.147,0.11,4,india,488.2
public,none,188.7,rarely,mixed,electricity,1.5,5.5,pescatarian,742.6,1,extra large,4,['paper'],"['stove', 'oven', 'microwave']",0.3844,0.36,1,us,903.8
private,petrol,368.3,often,mixed,electricity,0.0,6.0,omnivore,484.3,2,medium,3,['none'],"['stove', 'oven', 'grill']",0.3844,0.36,1,us,826.4
public,none,308.3,rarely,mixed,natural gas,4.5,0.5,vegetarian,157.7,2,extra large,4,['plastic'],"['stove', 'oven']",0.21741,0.44,3,uk,462.9
public,none,213.6,often,mixed,electricity,1.5,4.5,pescatarian,5000.0,2,small,1,['plastic'],['stove'],0.67013,0.11,4,india,887.4
public,none,355.4,never,mixed,electricity,2.5,9.0,vegan,311.1,1,medium,1,['metal'],"['stove', 'oven', 'grill']",0.21741,0.44,5,uk,264.9
public,none,50.2,never,mixed,wood,0.0,7.5,omnivore,1223.9,1,medium,2,"['paper', 'plastic']","['stove', 'microwave']",0.67013,0.11,3,india,434.4
public,none,282.6,never,mixed,electricity,8.0,7.0,vegetarian,189.3,1,small,1,['none'],"['stove', 'oven', 'microwave', 'airfryer']",0.3844,0.36,5,us,248.8
private,electric,41.5,often,mixed,electricity,5.5,0.0,omnivore,876.3,2,medium,3,['none'],"['stove', 'oven']",0.3844,0.36,3,us,830.6
private,diesel,86.8,rarely,mixed,electricity,0.0,0.0,omnivore,1114.5,1,large,3,"['paper', 'plastic', 'metal']","['stove', 'oven', 'microwave']",0.67013,0.11,1,india,685.1
private,petrol,258.3,never,mixed,electricity,4.0,4.5,pescatarian,1507.3,1,small,7,['none'],"['stove', 'microwave']",0.67013,0.11,3,india,458.1
public,none,182.9,rarely,renewable_heavy,natural gas,3.5,2.5,omnivore,499.0,2,medium,4,['none'],"['stove', 'microwave']",0.085,0.36,1,us,658.9
public,none,41.7,never,mixed,electricity,4.0,4.0,omnivore,113.0,3,extra large,2,"['paper', 'plastic', 'metal']",['microwave'],0.21741,0.44,1,uk,474.9
private,petrol,34.9,often,mixed,electricity,5.0,3.5,omnivore,653.8,7,medium,3,['none'],"['stove', 'oven']",0.3844,0.36,1,us,856.5
private,electric,139.5,rarely,renewable_heavy,electricity,0.5,5.5,vegetarian,208.1,1,large,4,['plastic'],"['stove', 'oven', 'microwave']",0.048,0.44,1,uk,528.1
private,diesel,36.8,never,mixed,natural gas,2.0,4.0,omnivore,617.1,0,large,4,['none'],"['oven', 'microwave']",0.21741,0.44,4,uk,573.7
private,petrol,54.6,never,renewable_heavy,electricity,3.0,9.0,omnivore,487.2,0,small,3,"['paper', 'metal', 'glass']",['oven'],0.085,0.36,3,us,428.2
walk/bicycle,none,109.6,rarely,mixed,electricity,5.5,0.0,vegetarian,639.9,1,large,2,"['paper', 'metal']","['stove', 'oven', 'microwave', 'airfryer']",0.21741,0.44,2,uk,536.0
public,none,407.0,never,mixed,electricity,3.5,6.0,omnivore,2091.7,1,large,3,['none'],"['stove', 'oven', 'microwave']",0.67013,0.11,3,india,608.8
private,diesel,64.4,very frequently,mixed,electricity,4.5,4.5,vegetarian,3287.7,1,extra large,1,"['paper', 'plastic']","['stove', 'oven', 'microwave', 'airfryer']",0.67013,0.11,1,india,1233.9
public,none,26.3,often,mixed,wood,1.0,6.0,omnivore,439.1,0,small,4,['none'],"['stove', 'oven', 'microwave']",0.21741,0.44,7,uk,650.0
private,petrol,611.8,rarely,mixed,electricity,2.5,6.0,omnivore,330.9,5,small,4,['plastic'],['microwave'],0.21741,0.44,3,uk,569.2
private,petrol,392.5,rarely,mixed,electricity,6.0,3.0,omnivore,2257.2,0,small,2,"['paper', 'metal']","['stove', 'grill']",0.67013,0.11,5,india,613.0
public,none,251.7,never,mixed,wood,5.5,4.5,omnivore,81.5,7,medium,3,"['paper', 'glass']","['stove', 'oven', 'airfryer']",0.3844,0.36,3,us,458.4
public,none,175.9,never,mixed,wood,5.0,6.5,pescatarian,309.8,2,medium,3,['none'],['stove'],0.3844,0.36,2,us,360.0
private,diesel,1192.1,never,renewable_heavy,electricity,6.0,3.5,omnivore,655.3,5,medium,3,"['plastic', 'glass']","['stove', 'oven', 'microwave']",0.048,0.44,1,uk,791.2
private,petrol,242.3,rarely,mixed,electricity,5.5,6.5,omnivore,206.9,1,small,2,"['paper', 'plastic', 'metal']","['stove', 'microwave']",0.3844,0.36,2,us,478.0
private,none,195.8,never,mixed,wood,3.0,7.5,omnivore,303.2,1,large,2,"['paper', 'plastic', 'glass']","['microwave', 'airfryer']",0.3844,0.36,6,us,370.2
private,diesel,154.6,rarely,mixed,electricity,5.5,1.5,vegetarian,812.7,1,extra large,4,"['paper', 'plastic', 'metal']","['stove', 'grill']",0.67013,0.11,2,india,517.5
private,none,268.4,rarely,renewable_heavy,electricity,4.5,2.5,vegetarian,157.6,1,small,3,"['plastic', 'glass']","['oven', 'microwave']",0.085,0.36,1,us,309.1
private,hybrid,93.9,very frequently,renewable_heavy,electricity,3.5,0.0,omnivore,337.0,2,small,4,['none'],['stove'],0.085,0.36,1,us,885.2
walk/bicycle,none,494.2,often,renewable_heavy,natural gas,3.5,8.5,vegetarian,427.8,2,small,3,"['plastic', 'metal']","['stove', 'microwave', 'airfryer']",0.048,0.44,1,uk,535.0
private,lpg,586.0,rarely,renewable_heavy,electricity,6.5,3.0,omnivore,356.3,1,extra large,1,['paper'],"['stove', 'oven', 'grill']",0.085,0.36,1,us,630.1
private,hybrid,570.7,never,mixed,electricity,6.0,10.0,omnivore,929.7,8,medium,3,['none'],['airfryer'],0.67013,0.11,1,india,768.2
private,diesel,173.9,very frequently,mixed,natural gas,3.0,4.0,vegetarian,968.4,1,medium,3,['none'],"['stove', 'grill', 'airfryer']",0.67013,0.11,2,india,797.4
private,diesel,254.5,never,mixed,natural gas,2.5,10.5,vegetarian,198.8,2,medium,2,['none'],"['stove', 'airfryer']",0.21741,0.44,1,uk,408.6
public,none,55.0,never,renewable_heavy,electricity,3.0,4.5,omnivore,286.7,2,large,1,['plastic'],"['oven', 'microwave', 'grill', 'airfryer']",0.048,0.44,2,uk,423.2
private,diesel,58.7,rarely,mixed,electricity,6.0,2.0,pescatarian,1094.2,2,large,1,"['paper', 'plastic', 'metal']",['stove'],0.67013,0.11,2,india,416.0
private,petrol,362.8,very frequently,mixed,natural gas,2.0,5.0,omnivore,3378.2,0,medium,2,"['paper', 'plastic']","['stove', 'microwave', 'airfryer']",0.67013,0.11,3,india,1064.8
walk/bicycle,none,413.2,never,renewable_heavy,electricity,4.0,3.5,vegan,278.0,1,medium,2,['glass'],['stove'],0.085,0.36,1,us,320.7
public,none,37.8,very frequently,renewable_heavy,natural gas,5.5,4.0,vegetarian,1411.5,1,extra large,4,"['plastic', 'glass']",['none'],0.147,0.11,1,india,1023.0
private,petrol,57.1,rarely,renewable_heavy,electricity,5.0,7.5,vegan,451.1,2,large,6,"['paper', 'plastic', 'glass']","['stove', 'oven', 'microwave', 'grill']",0.048,0.44,1,uk,731.6
private,petrol,78.4,rarely,mixed,natural gas,5.5,7.0,pescatarian,603.0,0,small,2,"['paper', 'plastic', 'metal', 'glass']","['stove', 'microwave', 'grill']",0.67013,0.11,1,india,374.5
public,none,247.6,rarely,mixed,electricity,0.5,5.5,omnivore,4247.2,2,medium,4,['none'],['none'],0.67013,0.11,1,india,1015.4
public,none,123.0,rarely,mixed,electricity,5.0,4.0,omnivore,531.8,3,small,3,"['paper', 'metal', 'glass']","['stove', 'oven', 'microwave', 'grill']",0.21741,0.44,2,uk,603.3
walk/bicycle,none,63.6,often,mixed,electricity,2.5,4.0,vegan,2867.7,3,medium,5,"['plastic', 'metal']",['stove'],0.67013,0.11,1,india,895.0
private,electric,136.7,never,mixed,electricity,3.0,6.5,vegan,1228.9,2,extra large,6,"['plastic', 'metal', 'glass']",['stove'],0.67013,0.11,4,india,453.5
public,none,134.7,rarely,mixed,natural gas,0.5,9.5,omnivore,1148.3,4,small,6,['none'],['stove'],0.67013,0.11,2,india,592.7
private,petrol,410.5,rarely,renewable_heavy,natural gas,6.5,8.0,vegan,1319.9,3,medium,4,"['paper', 'plastic']","['stove', 'oven', 'microwave']",0.147,0.11,1,india,543.0
private,diesel,142.7,often,mixed,natural gas,5.5,1.5,vegetarian,1490.6,1,medium,2,"['plastic', 'metal']",['stove'],0.67013,0.11,1,india,621.0
public,none,675.4,often,mixed,natural gas,2.5,7.5,omnivore,3707.7,2,medium,3,['paper'],['stove'],0.67013,0.11,2,india,985.6
public,none,28.8,rarely,renewable_heavy,electricity,5.0,3.5,vegetarian,632.2,4,small,3,"['paper', 'plastic', 'glass']",['stove'],0.147,0.11,1,india,423.8
private,petrol,273.5,never,mixed,natural gas,6.0,4.5,pescatarian,3786.7,7,medium,2,['none'],"['stove', 'oven', 'microwave']",0.67013,0.11,2,india,811.1
private,petrol,1199.5,often,mixed,electricity,7.0,7.5,vegetarian,366.9,1,medium,1,"['paper', 'plastic']",['stove'],0.3844,0.36,1,us,670.7
public,none,160.5,never,mixed,natural gas,5.5,5.5,vegetarian,746.1,1,medium,1,['plastic'],"['stove', 'microwave', 'airfryer']",0.3844,0.36,2,us,456.4
private,diesel,141.0,never,mixed,electricity,3.0,7.5,vegetarian,2287.0,1,extra large,1,['none'],"['stove', 'microwave', 'airfryer']",0.67013,0.11,7,india,475.9
private,lpg,99.8,rarely,mixed,electricity,1.5,4.5,vegetarian,2631.3,0,extra large,2,['none'],"['oven', 'microwave']",0.67013,0.11,1,india,766.6
private,petrol,48.9,never,mixed,natural gas,9.5,0.5,vegetarian,697.9,2,medium,2,['paper'],['none'],0.3844,0.36,1,us,511.1
private,none,469.9,often,mixed,wood,3.5,3.5,omnivore,316.6,1,small,3,['none'],['stove'],0.21741,0.44,1,uk,699.2
public,none,89.1,never,renewable_heavy,electricity,4.0,0.5,vegetarian,200.7,3,small,3,['none'],['stove'],0.048,0.44,2,uk,305.8
private,petrol,409.8,never,mixed,natural gas,5.0,6.0,omnivore,1125.6,1,large,4,"['metal', 'glass']","['stove', 'oven', 'microwave', 'airfryer']",0.67013,0.11,1,india,735.7
private,petrol,257.9,rarely,renewable_heavy,electricity,6.5,4.0,vegetarian,3145.6,1,large,2,"['paper', 'metal']",['stove'],0.147,0.11,2,india,577.2
public,none,327.7,never,mixed,electricity,4.0,4.0,vegetarian,4327.9,4,small,5,"['paper', 'plastic', 'metal']",['microwave'],0.67013,0.11,2,india,750.0
private,petrol,77.5,rarely,renewable_heavy,electricity,6.5,4.5,pescatarian,1241.4,1,large,4,['none'],"['stove', 'oven']",0.147,0.11,2,india,478.4
public,none,246.8,never,mixed,electricity,10.5,7.5,omnivore,763.7,3,large,2,['none'],['oven'],0.3844,0.36,1,us,727.3
private,petrol,182.0,rarely,mixed,electricity,3.5,6.0,vegan,704.4,1,small,5,['none'],"['stove', 'oven', 'airfryer']",0.3844,0.36,4,us,545.0
public,none,215.2,rarely,renewable_heavy,natural gas,5.5,0.0,vegetarian,809.1,7,extra large,2,['paper'],"['stove', 'oven', 'microwave']",0.147,0.11,1,india,644.8
public,none,18.9,often,renewable_heavy,electricity,2.0,0.0,omnivore,3094.8,2,large,2,['none'],['stove'],0.147,0.11,1,india,946.0
public,none,290.9,never,mixed,electricity,3.5,7.5,vegetarian,298.5,1,extra large,2,['none'],['none'],0.3844,0.36,2,us,364.7
private,petrol,1352.5,often,mixed,electricity,2.5,5.5,omnivore,4278.7,0,large,4,['none'],['none'],0.67013,0.11,7,india,1055.1
public,none,57.5,never,mixed,electricity,2.0,4.5,vegetarian,390.1,2,small,7,"['plastic', 'metal']","['stove', 'oven', 'microwave']",0.21741,0.44,3,uk,359.2
public,none,424.8,rarely,renewable_heavy,natural gas,2.0,5.0,omnivore,5000.0,2,medium,2,"['plastic', 'metal', 'glass']","['stove', 'oven', 'microwave', 'airfryer']",0.147,0.11,3,india,889.0
private,petrol,146.6,never,renewable_heavy,natural gas,7.5,5.5,omnivore,338.2,3,small,5,['paper'],['stove'],0.048,0.44,1,uk,578.4
private,electric,71.3,never,mixed,electricity,8.5,5.0,vegetarian,1342.6,0,medium,7,"['paper', 'metal']",['stove'],0.67013,0.11,4,india,349.4
private,diesel,96.3,never,mixed,natural gas,7.5,7.0,vegan,463.7,0,medium,6,['paper'],['none'],0.21741,0.44,2,uk,411.9
private,petrol,673.8,never,mixed,natural gas,4.0,2.0,omnivore,530.2,0,medium,2,"['paper', 'plastic', 'glass']","['stove', 'oven']",0.21741,0.44,8,uk,578.7
private,none,235.2,rarely,mixed,electricity,6.5,4.0,vegetarian,475.6,1,large,5,['paper'],['microwave'],0.21741,0.44,7,uk,430.6
walk/bicycle,none,161.9,rarely,mixed,electricity,1.0,5.0,vegetarian,282.5,3,small,3,['none'],"['stove', 'microwave']",0.21741,0.44,3,uk,418.2
walk/bicycle,none,44.0,never,mixed,electricity,0.0,5.5,vegetarian,534.1,2,medium,1,['none'],"['stove', 'grill']",0.21741,0.44,3,uk,422.0
private,diesel,297.4,never,renewable_heavy,electricity,3.5,4.5,vegetarian,222.9,0,large,1,['none'],"['stove', 'oven', 'microwave']",0.085,0.36,1,us,329.4
walk/bicycle,none,479.0,never,mixed,electricity,5.0,4.5,omnivore,100.0,0,medium,1,['paper'],"['stove', 'microwave', 'grill']",0.21741,0.44,3,uk,287.7
public,none,237.9,rarely,mixed,electricity,3.5,6.5,pescatarian,2329.7,2,medium,3,"['paper', 'plastic']","['stove', 'microwave']",0.67013,0.11,1,india,689.2
private,petrol,64.9,never,mixed,electricity,5.0,7.5,omnivore,1454.5,4,medium,3,"['paper', 'metal']","['stove', 'microwave']",0.3844,0.36,2,us,921.4
walk/bicycle,none,291.2,never,mixed,electricity,4.5,5.5,vegetarian,598.4,2,small,3,"['paper', 'plastic', 'metal']","['stove', 'microwave']",0.3844,0.36,2,us,412.9
public,none,966.9,rarely,renewable_heavy,electricity,3.0,1.5,omnivore,228.2,6,medium,1,['plastic'],['stove'],0.048,0.44,4,uk,494.4
private,petrol,157.0,rarely,mixed,wood,3.0,4.0,omnivore,357.3,2,medium,1,['none'],"['microwave', 'grill']",0.3844,0.36,2,us,480.8
private,petrol,460.5,never,mixed,natural gas,5.0,0.5,vegan,1915.3,6,small,3,['none'],['none'],0.67013,0.11,1,india,542.0
private,hybrid,148.4,often,mixed,wood,8.5,6.5,omnivore,259.3,13,medium,4,['plastic'],['stove'],0.3844,0.36,1,us,937.6
